iteration,LERLv1,LERLv2,LERLv3,LERLv4
40,0.0,0.0,-0.18265449159621028,4.183475651887592
41,0.0,0.0,-0.18265449159621028,4.183475651887592
42,0.0,0.0,-0.18265449159621028,4.183475651887592
43,0.0,0.0,-0.18265449159621028,4.183475651887592
44,0.0,0.0,-0.18265449159621028,4.183475651887592
45,0.0,0.0,-0.18265449159621028,4.183475651887592
46,0.0,0.0,-0.18265449159621028,4.183475651887592
47,0.0,0.0,-0.18265449159621028,4.183475651887592
48,0.0,0.0,-0.18265449159621028,4.183475651887592
49,0.0,0.0,-0.18265449159621028,4.183475651887592
50,0.0,0.0,-0.18265449159621028,4.183475651887592
51,0.0,0.0,-0.18265449159621028,4.183475651887592
52,0.0,0.0,-0.18265449159621028,4.183475651887592
53,0.0,0.0,-0.18265449159621028,4.183475651887592
54,0.0,0.0,-0.18265449159621028,4.183475651887592
55,0.0,0.0,-0.18265449159621028,4.183475651887592
56,0.0,0.0,-0.18265449159621028,4.183475651887592
57,0.0,0.0,-0.18265449159621028,4.183475651887592
58,0.0,0.0,-0.18265449159621028,4.183475651887592
59,0.0,0.0,-0.18265449159621028,4.183475651887592
60,0.0,0.0,-0.18265449159621028,4.183475651887592
61,0.0,0.0,-0.18265449159621028,4.183475651887592
62,0.0,0.0,-0.18265449159621028,4.183475651887592
63,0.0,0.0,-0.18265449159621028,4.183475651887592
64,0.0,0.0,-0.18265449159621028,4.183475651887592
65,0.0,0.0,-0.18265449159621028,4.183475651887592
66,0.0,0.0,-0.18265449159621028,4.183475651887592
67,0.0,0.0,-0.18265449159621028,4.183475651887592
68,0.0,0.0,-0.18265449159621028,4.183475651887592
69,0.0,0.0,-0.18265449159621028,4.183475651887592
70,0.0,0.0,-0.18265449159621028,4.183475651887592
71,0.0,0.0,-0.18265449159621028,4.183475651887592
72,0.0,0.0,-0.18265449159621028,4.183475651887592
73,0.0,0.0,-0.18265449159621028,4.183475651887592
74,0.0,0.0,-0.18265449159621028,4.183475651887592
75,0.0,0.0,-0.18265449159621028,4.183475651887592
76,0.0,0.0,-0.18265449159621028,4.183475651887592
77,0.0,0.0,-0.18265449159621028,4.183475651887592
78,0.0,0.0,-0.18265449159621028,4.183475651887592
79,0.0,0.0,-0.18265449159621028,4.183475651887592
80,0.0,0.0,-0.18265449159621028,4.183475651887592
81,0.0,0.0,-0.18265449159621028,4.183475651887592
82,0.0,0.0,-0.18265449159621028,4.183475651887592
83,0.0,0.0,-0.18265449159621028,4.183475651887592
84,0.0,0.0,-0.18265449159621028,4.183475651887592
85,0.0,0.0,-0.18265449159621028,4.183475651887592
86,0.0,0.0,-0.18265449159621028,4.183475651887592
87,0.0,0.0,-0.18265449159621028,4.183475651887592
88,0.0,0.0,-0.18265449159621028,4.183475651887592
89,0.0,0.0,-0.18265449159621028,4.183475651887592
90,0.0,0.0,-0.18265449159621028,4.183475651887592
91,0.0,0.0,-0.18265449159621028,4.183475651887592
92,0.0,0.0,-0.18265449159621028,4.183475651887592
93,0.0,0.0,-0.18265449159621028,4.183475651887592
94,0.0,0.0,-0.18265449159621028,4.183475651887592
95,0.0,0.0,-0.18265449159621028,4.183475651887592
96,0.0,0.0,-0.18265449159621028,4.183475651887592
97,0.0,0.0,-0.18265449159621028,4.183475651887592
98,0.0,0.0,-0.18265449159621028,4.183475651887592
99,0.0,0.0,-0.18265449159621028,4.183475651887592
100,0.0,0.0,-0.18265449159621028,4.183475651887592
101,0.0,0.0,-0.18265449159621028,4.183475651887592
102,0.0,0.0,-0.18265449159621028,4.183475651887592
103,0.0,0.0,-0.18265449159621028,4.183475651887592
104,0.0,0.0,-0.18265449159621028,4.183475651887592
105,0.0,0.0,-0.18265449159621028,4.183475651887592
106,0.0,0.0,-0.18265449159621028,4.183475651887592
107,0.0,0.0,-0.18265449159621028,4.183475651887592
108,0.0,0.0,-0.18265449159621028,4.183475651887592
109,0.0,0.0,-0.18265449159621028,4.183475651887592
110,0.0,0.0,-0.18265449159621028,4.183475651887592
111,0.0,0.0,-0.18265449159621028,4.183475651887592
112,0.0,0.0,-0.18265449159621028,4.183475651887592
113,0.0,0.0,-0.18265449159621028,4.183475651887592
114,0.0,0.0,-0.18265449159621028,4.183475651887592
115,0.0,0.0,-0.18265449159621028,4.183475651887592
116,0.0,0.0,-0.18265449159621028,4.183475651887592
117,0.0,0.0,-0.18265449159621028,4.183475651887592
118,0.0,0.0,-0.18265449159621028,4.183475651887592
119,0.0,0.0,-0.18265449159621028,4.183475651887592
120,0.0,0.0,-0.18265449159621028,4.183475651887592
121,0.0,0.0,-0.18265449159621028,4.183475651887592
122,0.0,0.0,-0.18265449159621028,4.183475651887592
123,0.0,0.0,-0.18265449159621028,4.183475651887592
124,0.0,0.0,-0.18265449159621028,4.183475651887592
125,0.0,0.0,-0.18265449159621028,4.183475651887592
126,0.0,0.0,-0.18265449159621028,4.183475651887592
127,0.0,0.0,-0.18265449159621028,4.183475651887592
128,0.0,0.0,-0.18265449159621028,4.183475651887592
129,0.0,0.0,-0.18265449159621028,4.183475651887592
130,0.0,0.0,-0.18265449159621028,4.183475651887592
131,0.0,0.0,-0.18265449159621028,4.183475651887592
132,0.0,0.0,-0.18265449159621028,4.183475651887592
133,0.0,0.0,-0.18265449159621028,4.183475651887592
134,0.0,0.0,-0.18265449159621028,4.183475651887592
135,0.0,0.0,-0.18265449159621028,4.183475651887592
136,0.0,0.0,-0.18265449159621028,4.183475651887592
137,0.0,0.0,-0.18265449159621028,4.183475651887592
138,0.0,0.0,-0.18265449159621028,4.183475651887592
139,0.0,0.0,-0.18265449159621028,4.183475651887592
140,0.0,0.0,-0.18265449159621028,4.183475651887592
141,0.0,0.0,-0.18265449159621028,4.183475651887592
142,0.0,0.0,-0.18265449159621028,4.183475651887592
143,0.0,0.0,-0.18265449159621028,4.183475651887592
144,0.0,0.0,-0.18265449159621028,4.183475651887592
145,0.0,0.0,-0.18265449159621028,4.183475651887592
146,0.0,0.0,-0.18265449159621028,4.183475651887592
147,0.0,0.0,-0.18265449159621028,4.183475651887592
148,0.0,0.0,-0.18265449159621028,4.183475651887592
149,0.0,0.0,-0.18265449159621028,4.183475651887592
150,0.0,0.0,-0.18265449159621028,4.183475651887592
151,0.0,0.0,-0.18265449159621028,4.183475651887592
152,0.0,0.0,-0.18265449159621028,4.183475651887592
153,0.0,0.0,-0.18265449159621028,4.183475651887592
154,0.0,0.0,-0.18265449159621028,4.183475651887592
155,0.0,0.0,-0.18265449159621028,4.183475651887592
156,0.0,0.0,-0.18265449159621028,4.183475651887592
157,0.0,0.0,-0.18265449159621028,4.183475651887592
158,0.0,0.0,-0.18265449159621028,4.183475651887592
159,0.0,0.0,-0.18265449159621028,4.183475651887592
160,0.0,0.0,-0.18265449159621028,4.183475651887592
161,0.0,0.0,-0.18265449159621028,4.183475651887592
162,0.0,0.0,-0.18265449159621028,4.183475651887592
163,0.0,0.0,-0.18265449159621028,4.183475651887592
164,0.0,0.0,-0.18265449159621028,4.183475651887592
165,0.0,0.0,-0.18265449159621028,4.183475651887592
166,0.0,0.0,-0.18265449159621028,4.183475651887592
167,0.0,0.0,-0.18265449159621028,4.183475651887592
168,0.0,0.0,-0.18265449159621028,4.183475651887592
169,0.0,0.0,-0.18265449159621028,4.183475651887592
170,0.0,0.0,-0.18265449159621028,4.183475651887592
171,0.0,0.0,-0.18265449159621028,4.183475651887592
172,0.0,0.0,-0.18265449159621028,4.183475651887592
173,0.0,0.0,-0.18265449159621028,4.183475651887592
174,0.0,0.0,-0.18265449159621028,4.183475651887592
175,0.0,0.0,-0.18265449159621028,4.183475651887592
176,0.0,0.0,-0.18265449159621028,4.183475651887592
177,0.0,0.0,-0.18265449159621028,4.183475651887592
178,0.0,0.0,-0.18265449159621028,4.183475651887592
179,0.0,0.0,-0.18265449159621028,4.183475651887592
180,0.0,0.0,-0.18265449159621028,4.183475651887592
181,0.0,0.0,-0.18265449159621028,4.183475651887592
182,0.0,0.0,-0.18265449159621028,4.183475651887592
183,0.0,0.0,-0.18265449159621028,4.183475651887592
184,0.0,0.0,-0.18265449159621028,4.183475651887592
185,0.0,0.0,-0.18265449159621028,4.183475651887592
186,0.0,0.0,-0.18265449159621028,4.183475651887592
187,0.0,0.0,-0.18265449159621028,4.183475651887592
188,0.0,0.0,-0.18265449159621028,4.183475651887592
189,0.0,0.0,-0.18265449159621028,4.183475651887592
190,0.0,0.0,-0.18265449159621028,4.183475651887592
191,0.0,0.0,-0.18265449159621028,4.183475651887592
192,0.0,0.0,-0.18265449159621028,4.183475651887592
193,0.0,0.0,-0.18265449159621028,4.183475651887592
194,0.0,0.0,-0.18265449159621028,4.183475651887592
195,0.0,0.0,-0.18265449159621028,4.183475651887592
196,0.0,0.0,-0.18265449159621028,4.183475651887592
197,0.0,0.0,-0.18265449159621028,4.183475651887592
198,0.0,0.0,-0.18265449159621028,4.183475651887592
199,0.0,0.0,-0.18265449159621028,4.183475651887592
200,0.0,0.0,-0.18265449159621028,4.183475651887592
201,0.0,0.0,-0.18265449159621028,4.183475651887592
202,0.0,0.0,-0.18265449159621028,4.183475651887592
203,0.0,0.0,-0.18265449159621028,4.183475651887592
204,0.0,0.0,-0.18265449159621028,4.183475651887592
205,0.0,0.0,-0.18265449159621028,4.183475651887592
206,0.0,0.0,-0.18265449159621028,4.183475651887592
207,0.0,0.0,-0.18265449159621028,4.183475651887592
208,0.0,0.0,-0.18265449159621028,4.183475651887592
209,0.0,0.0,-0.18265449159621028,4.183475651887592
210,0.0,0.0,-0.18265449159621028,4.183475651887592
211,0.0,0.0,-0.18265449159621028,4.183475651887592
212,0.0,0.0,-0.18265449159621028,4.183475651887592
213,0.0,0.0,-0.18265449159621028,4.183475651887592
214,0.0,0.0,-0.18265449159621028,4.183475651887592
215,0.0,0.0,-0.18265449159621028,4.183475651887592
216,0.0,0.0,-0.18265449159621028,4.183475651887592
217,0.0,0.0,-0.18265449159621028,4.183475651887592
218,0.0,0.0,-0.18265449159621028,4.183475651887592
219,0.0,0.0,-0.18265449159621028,4.183475651887592
220,0.0,0.0,-0.18265449159621028,4.183475651887592
221,0.0,0.0,-0.18265449159621028,4.183475651887592
222,0.0,0.0,-0.18265449159621028,4.183475651887592
223,0.0,0.0,-0.18265449159621028,4.183475651887592
224,0.0,0.0,-0.18265449159621028,4.183475651887592
225,0.0,0.0,-0.18265449159621028,4.183475651887592
226,0.0,0.0,-0.18265449159621028,4.183475651887592
227,0.0,0.0,-0.18265449159621028,4.183475651887592
228,0.0,0.0,-0.18265449159621028,4.183475651887592
229,0.0,0.0,-0.18265449159621028,4.183475651887592
230,0.0,0.0,-0.18265449159621028,4.183475651887592
231,0.0,0.0,-0.18265449159621028,4.183475651887592
232,0.0,0.0,-0.18265449159621028,4.183475651887592
233,0.0,0.0,-0.18265449159621028,4.183475651887592
234,0.0,0.0,-0.18265449159621028,4.183475651887592
235,0.0,0.0,-0.18265449159621028,4.183475651887592
236,0.0,0.0,-0.18265449159621028,4.183475651887592
237,0.0,0.0,-0.18265449159621028,4.183475651887592
238,0.0,0.0,-0.18265449159621028,4.183475651887592
239,0.0,0.0,-0.18265449159621028,4.183475651887592
240,0.0,0.0,-0.18265449159621028,4.183475651887592
241,0.0,0.0,-0.18265449159621028,4.183475651887592
242,0.0,0.0,-0.18265449159621028,4.183475651887592
243,0.0,0.0,-0.18265449159621028,4.183475651887592
244,0.0,0.0,-0.18265449159621028,4.183475651887592
245,0.0,0.0,-0.18265449159621028,4.183475651887592
246,0.0,0.0,-0.18265449159621028,4.183475651887592
247,0.0,0.0,-0.18265449159621028,4.183475651887592
248,0.0,0.0,-0.18265449159621028,4.183475651887592
249,0.0,0.0,-0.18265449159621028,4.183475651887592
250,0.0,0.0,-0.18265449159621028,4.183475651887592
251,0.0,0.0,-0.18265449159621028,4.183475651887592
252,0.0,0.0,-0.18265449159621028,4.183475651887592
253,0.0,0.0,-0.18265449159621028,4.183475651887592
254,0.0,0.0,-0.18265449159621028,4.183475651887592
255,0.0,0.0,-0.18265449159621028,4.183475651887592
256,0.0,0.0,-0.18265449159621028,4.183475651887592
257,0.0,0.0,-0.18265449159621028,4.183475651887592
258,0.0,0.0,-0.18265449159621028,4.183475651887592
259,0.0,0.0,-0.18265449159621028,4.183475651887592
260,0.0,0.0,-0.18265449159621028,4.183475651887592
261,0.0,0.0,-0.18265449159621028,4.183475651887592
262,0.0,0.0,-0.18265449159621028,4.183475651887592
263,0.0,0.0,-0.18265449159621028,4.183475651887592
264,0.0,0.0,-0.18265449159621028,4.183475651887592
265,0.0,0.0,-0.18265449159621028,4.183475651887592
266,0.0,0.0,-0.18265449159621028,4.183475651887592
267,0.0,0.0,-0.18265449159621028,4.183475651887592
268,0.0,0.0,-0.18265449159621028,4.183475651887592
269,0.0,0.0,-0.18265449159621028,4.183475651887592
270,0.0,0.0,-0.18265449159621028,4.183475651887592
271,0.0,0.0,-0.18265449159621028,4.183475651887592
272,0.0,0.0,-0.18265449159621028,4.183475651887592
273,0.0,0.0,-0.18265449159621028,4.183475651887592
274,0.0,0.0,-0.18265449159621028,4.183475651887592
275,0.0,0.0,-0.18265449159621028,4.183475651887592
276,0.0,0.0,-0.18265449159621028,4.183475651887592
277,0.0,0.0,-0.18265449159621028,4.183475651887592
278,0.0,0.0,-0.18265449159621028,4.183475651887592
279,0.0,0.0,-0.18265449159621028,4.183475651887592
280,0.0,0.0,-0.18265449159621028,4.183475651887592
281,0.0,0.0,-0.18265449159621028,4.183475651887592
282,0.0,0.0,-0.18265449159621028,4.183475651887592
283,0.0,0.0,-0.18265449159621028,4.183475651887592
284,0.0,0.0,-0.18265449159621028,4.183475651887592
285,0.0,0.0,-0.18265449159621028,4.183475651887592
286,0.0,0.0,-0.18265449159621028,4.183475651887592
287,0.0,0.0,-0.18265449159621028,4.183475651887592
288,0.0,0.0,-0.18265449159621028,4.183475651887592
289,0.0,0.0,-0.18265449159621028,4.183475651887592
290,0.0,0.0,-0.18265449159621028,4.183475651887592
291,0.0,0.0,-0.18265449159621028,4.183475651887592
292,0.0,0.0,-0.18265449159621028,4.183475651887592
293,0.0,0.0,-0.18265449159621028,4.183475651887592
294,0.0,0.0,-0.18265449159621028,4.183475651887592
295,0.0,0.0,-0.18265449159621028,4.183475651887592
296,0.0,0.0,-0.18265449159621028,4.183475651887592
297,0.0,0.0,-0.18265449159621028,4.183475651887592
298,0.0,0.0,-0.18265449159621028,4.183475651887592
299,0.0,0.0,-0.18265449159621028,4.183475651887592
300,0.0,0.0,-0.18265449159621028,4.183475651887592
301,0.0,0.0,-0.18265449159621028,4.183475651887592
302,0.0,0.0,-0.18265449159621028,4.183475651887592
303,0.0,0.0,-0.18265449159621028,4.183475651887592
304,0.0,0.0,-0.18265449159621028,4.183475651887592
305,0.0,0.0,-0.18265449159621028,4.183475651887592
306,0.0,0.0,-0.18265449159621028,4.183475651887592
307,0.0,0.0,-0.18265449159621028,4.183475651887592
308,0.0,0.0,-0.18265449159621028,4.183475651887592
309,0.0,0.0,-0.18265449159621028,4.183475651887592
310,0.0,0.0,-0.18265449159621028,4.183475651887592
311,0.0,0.0,-0.18265449159621028,4.183475651887592
312,0.0,0.0,-0.18265449159621028,4.183475651887592
313,0.0,0.0,-0.18265449159621028,4.183475651887592
314,0.0,0.0,-0.18265449159621028,4.183475651887592
315,0.0,0.0,-0.18265449159621028,4.183475651887592
316,0.0,0.0,-0.18265449159621028,4.183475651887592
317,0.0,0.0,-0.18265449159621028,4.183475651887592
318,0.0,0.0,-0.18265449159621028,4.183475651887592
319,0.0,0.0,-0.18265449159621028,4.183475651887592
320,0.0,0.0,-0.18265449159621028,4.183475651887592
321,0.0,0.0,-0.18265449159621028,4.183475651887592
322,0.0,0.0,-0.18265449159621028,4.183475651887592
323,0.0,0.0,-0.18265449159621028,4.183475651887592
324,0.0,0.0,-0.18265449159621028,4.183475651887592
325,0.0,0.0,-0.18265449159621028,4.183475651887592
326,0.0,0.0,-0.18265449159621028,4.183475651887592
327,0.0,0.0,-0.18265449159621028,4.183475651887592
328,0.0,0.0,-0.18265449159621028,4.183475651887592
329,0.0,0.0,-0.18265449159621028,4.183475651887592
330,0.0,0.0,-0.18265449159621028,4.183475651887592
331,0.0,0.0,-0.18265449159621028,4.183475651887592
332,0.0,0.0,-0.18265449159621028,4.183475651887592
333,0.0,0.0,-0.18265449159621028,4.183475651887592
334,0.0,0.0,-0.18265449159621028,4.183475651887592
335,0.0,0.0,-0.18265449159621028,4.183475651887592
336,0.0,0.0,-0.18265449159621028,4.183475651887592
337,0.0,0.0,-0.18265449159621028,4.183475651887592
338,0.0,0.0,-0.18265449159621028,4.183475651887592
339,0.0,0.0,-0.18265449159621028,4.183475651887592
340,0.0,0.0,-0.18265449159621028,4.183475651887592
341,0.0,0.0,-0.18265449159621028,4.183475651887592
342,0.0,0.0,-0.18265449159621028,4.183475651887592
343,0.0,0.0,-0.18265449159621028,4.183475651887592
344,0.0,0.0,-0.18265449159621028,4.183475651887592
345,0.0,0.0,-0.18265449159621028,4.183475651887592
346,0.0,0.0,-0.18265449159621028,4.183475651887592
347,0.0,0.0,-0.18265449159621028,4.183475651887592
348,0.0,0.0,-0.18265449159621028,4.183475651887592
349,0.0,0.0,-0.18265449159621028,4.183475651887592
350,0.0,0.0,-0.18265449159621028,4.183475651887592
351,0.0,0.0,-0.18265449159621028,4.183475651887592
352,0.0,0.0,-0.18265449159621028,4.183475651887592
353,0.0,0.0,-0.18265449159621028,4.183475651887592
354,0.0,0.0,-0.18265449159621028,4.183475651887592
355,0.0,0.0,-0.18265449159621028,4.183475651887592
356,0.0,0.0,-0.18265449159621028,4.183475651887592
357,0.0,0.0,-0.18265449159621028,4.183475651887592
358,0.0,0.0,-0.18265449159621028,4.183475651887592
359,0.0,0.0,-0.18265449159621028,4.183475651887592
360,0.0,0.0,-0.18265449159621028,4.183475651887592
361,0.0,0.0,-0.18265449159621028,4.183475651887592
362,0.0,0.0,-0.18265449159621028,4.183475651887592
363,0.0,0.0,-0.18265449159621028,4.183475651887592
364,0.0,0.0,-0.18265449159621028,4.183475651887592
365,0.0,0.0,-0.18265449159621028,4.183475651887592
366,0.0,0.0,-0.18265449159621028,4.183475651887592
367,0.0,0.0,-0.18265449159621028,4.183475651887592
368,0.0,0.0,-0.18265449159621028,4.183475651887592
369,0.0,0.0,-0.18265449159621028,4.183475651887592
370,0.0,0.0,-0.18265449159621028,4.183475651887592
371,0.0,0.0,-0.18265449159621028,4.183475651887592
372,0.0,0.0,-0.18265449159621028,4.183475651887592
373,0.0,0.0,-0.18265449159621028,4.183475651887592
374,0.0,0.0,-0.18265449159621028,4.183475651887592
375,0.0,0.0,-0.18265449159621028,4.183475651887592
376,0.0,0.0,-0.18265449159621028,4.183475651887592
377,0.0,0.0,-0.18265449159621028,4.183475651887592
378,0.0,0.0,-0.18265449159621028,4.183475651887592
379,0.0,0.0,-0.18265449159621028,4.183475651887592
380,0.0,0.0,-0.18265449159621028,4.183475651887592
381,0.0,0.0,-0.18265449159621028,4.183475651887592
382,0.0,0.0,-0.18265449159621028,4.183475651887592
383,0.0,0.0,-0.18265449159621028,4.183475651887592
384,0.0,0.0,-0.18265449159621028,4.183475651887592
385,0.0,0.0,-0.18265449159621028,4.183475651887592
386,0.0,0.0,-0.18265449159621028,4.183475651887592
387,0.0,0.0,-0.18265449159621028,4.183475651887592
388,0.0,0.0,-0.18265449159621028,4.183475651887592
389,0.0,0.0,-0.18265449159621028,4.183475651887592
390,0.0,0.0,-0.18265449159621028,4.183475651887592
391,0.0,0.0,-0.18265449159621028,4.183475651887592
392,0.0,0.0,-0.18265449159621028,4.183475651887592
393,0.0,0.0,-0.18265449159621028,4.183475651887592
394,0.0,0.0,-0.18265449159621028,4.183475651887592
395,0.0,0.0,-0.18265449159621028,4.183475651887592
396,0.0,0.0,-0.18265449159621028,4.183475651887592
397,0.0,0.0,-0.18265449159621028,4.183475651887592
398,0.0,0.0,-0.18265449159621028,4.183475651887592
399,0.0,0.0,-0.18265449159621028,4.183475651887592
400,0.0,0.0,-0.18265449159621028,4.183475651887592
401,0.0,0.0,-0.18265449159621028,4.183475651887592
402,0.0,0.0,-0.18265449159621028,4.183475651887592
403,0.0,0.0,-0.18265449159621028,4.183475651887592
404,0.0,0.0,-0.18265449159621028,4.183475651887592
405,0.0,0.0,-0.18265449159621028,4.183475651887592
406,0.0,0.0,-0.18265449159621028,4.183475651887592
407,0.0,0.0,-0.18265449159621028,4.183475651887592
408,0.0,0.0,-0.18265449159621028,4.183475651887592
409,0.0,0.0,-0.18265449159621028,4.183475651887592
410,0.0,0.0,-0.18265449159621028,4.183475651887592
411,0.0,0.0,-0.18265449159621028,4.183475651887592
412,0.0,0.0,-0.18265449159621028,4.183475651887592
413,0.0,0.0,-0.18265449159621028,4.183475651887592
414,0.0,0.0,-0.18265449159621028,4.183475651887592
415,0.0,0.0,-0.18265449159621028,4.183475651887592
416,0.0,0.0,-0.18265449159621028,4.183475651887592
417,0.0,0.0,-0.18265449159621028,4.183475651887592
418,0.0,0.0,-0.18265449159621028,4.183475651887592
419,0.0,0.0,-0.18265449159621028,4.183475651887592
420,0.0,0.0,-0.18265449159621028,4.183475651887592
421,0.0,0.0,-0.18265449159621028,4.183475651887592
422,0.0,0.0,-0.18265449159621028,4.183475651887592
423,0.0,0.0,-0.18265449159621028,4.183475651887592
424,0.0,0.0,-0.18265449159621028,4.183475651887592
425,0.0,0.0,-0.18265449159621028,4.183475651887592
426,0.0,0.0,-0.18265449159621028,4.183475651887592
427,0.0,0.0,-0.18265449159621028,4.183475651887592
428,0.0,0.0,-0.18265449159621028,4.183475651887592
429,0.0,0.0,-0.18265449159621028,4.183475651887592
430,0.0,0.0,-0.18265449159621028,4.183475651887592
431,0.0,0.0,-0.18265449159621028,4.183475651887592
432,0.0,0.0,-0.18265449159621028,4.183475651887592
433,0.0,0.0,-0.18265449159621028,4.183475651887592
434,0.0,0.0,-0.18265449159621028,4.183475651887592
435,0.0,0.0,-0.18265449159621028,4.183475651887592
436,0.0,0.0,-0.18265449159621028,4.183475651887592
437,0.0,0.0,-0.18265449159621028,4.183475651887592
438,0.0,0.0,-0.18265449159621028,4.183475651887592
439,0.0,0.0,-0.18265449159621028,4.183475651887592
440,0.0,0.0,-0.18265449159621028,4.183475651887592
441,0.0,0.0,-0.18265449159621028,4.183475651887592
442,0.0,0.0,-0.18265449159621028,4.183475651887592
443,0.0,0.0,-0.18265449159621028,4.183475651887592
444,0.0,0.0,-0.18265449159621028,4.183475651887592
445,0.0,0.0,-0.18265449159621028,4.183475651887592
446,0.0,0.0,-0.18265449159621028,4.183475651887592
447,0.0,0.0,-0.18265449159621028,4.183475651887592
448,0.0,0.0,-0.18265449159621028,4.183475651887592
449,0.0,0.0,-0.18265449159621028,4.183475651887592
450,0.0,0.0,-0.18265449159621028,4.183475651887592
451,0.0,0.0,-0.18265449159621028,4.183475651887592
452,0.0,0.0,-0.18265449159621028,4.183475651887592
453,0.0,0.0,-0.18265449159621028,4.183475651887592
454,0.0,0.0,-0.18265449159621028,4.183475651887592
455,0.0,0.0,-0.18265449159621028,4.183475651887592
456,0.0,0.0,-0.18265449159621028,4.183475651887592
457,0.0,0.0,-0.18265449159621028,4.183475651887592
458,0.0,0.0,-0.18265449159621028,4.183475651887592
459,0.0,0.0,-0.18265449159621028,4.183475651887592
460,0.0,0.0,-0.18265449159621028,4.183475651887592
461,0.0,0.0,-0.18265449159621028,4.183475651887592
462,0.0,0.0,-0.18265449159621028,4.183475651887592
463,0.0,0.0,-0.18265449159621028,4.183475651887592
464,0.0,0.0,-0.18265449159621028,4.183475651887592
465,0.0,0.0,-0.18265449159621028,4.183475651887592
466,0.0,0.0,-0.18265449159621028,4.183475651887592
467,0.0,0.0,-0.18265449159621028,4.183475651887592
468,0.0,0.0,-0.18265449159621028,4.183475651887592
469,0.0,0.0,-0.18265449159621028,4.183475651887592
470,0.0,0.0,-0.18265449159621028,4.183475651887592
471,0.0,0.0,-0.18265449159621028,4.183475651887592
472,0.0,0.0,-0.18265449159621028,4.183475651887592
473,0.0,0.0,-0.18265449159621028,4.183475651887592
474,0.0,0.0,-0.18265449159621028,4.183475651887592
475,0.0,0.0,-0.18265449159621028,4.183475651887592
476,0.0,0.0,-0.18265449159621028,4.183475651887592
477,0.0,0.0,-0.18265449159621028,4.183475651887592
478,0.0,0.0,-0.18265449159621028,4.183475651887592
479,0.0,0.0,-0.18265449159621028,4.183475651887592
480,0.0,0.0,-0.18265449159621028,4.183475651887592
481,0.0,0.0,-0.18265449159621028,4.183475651887592
482,0.0,0.0,-0.18265449159621028,4.183475651887592
483,0.0,0.0,-0.18265449159621028,4.183475651887592
484,0.0,0.0,-0.18265449159621028,4.183475651887592
485,0.0,0.0,-0.18265449159621028,4.183475651887592
486,0.0,0.0,-0.18265449159621028,4.183475651887592
487,0.0,0.0,-0.18265449159621028,4.183475651887592
488,0.0,0.0,-0.18265449159621028,4.183475651887592
489,0.0,0.0,-0.18265449159621028,4.183475651887592
490,0.0,0.0,-0.18265449159621028,4.183475651887592
491,0.0,0.0,-0.18265449159621028,4.183475651887592
492,0.0,0.0,-0.18265449159621028,4.183475651887592
493,0.0,0.0,-0.18265449159621028,4.183475651887592
494,0.0,0.0,-0.18265449159621028,4.183475651887592
495,0.0,0.0,-0.18265449159621028,4.183475651887592
496,0.0,0.0,-0.18265449159621028,4.183475651887592
